Session,Round,Agent Name,Party,Response
1,0,Piper,Republican,0
1,0,Caleb,Republican,2
1,1,Piper,Republican,6
1,1,Caleb,Republican,6
1,2,Piper,Republican,1
1,2,Caleb,Republican,4
1,3,Piper,Republican,5
1,3,Caleb,Republican,6
1,4,Piper,Republican,3
1,4,Caleb,Republican,5
1,5,Piper,Republican,2
1,5,Caleb,Republican,6
1,6,Piper,Republican,2
1,6,Caleb,Republican,3
1,7,Piper,Republican,2
1,7,Caleb,Republican,7
1,8,Piper,Republican,2
1,8,Caleb,Republican,5
1,9,Piper,Republican,2
1,9,Caleb,Republican,2
1,10,Piper,Republican,3
1,10,Caleb,Republican,7
1,11,Piper,Republican,2
1,11,Caleb,Republican,4
1,12,Piper,Republican,2
1,12,Caleb,Republican,5
1,13,Piper,Republican,2
1,13,Caleb,Republican,5
1,14,Piper,Republican,2
1,14,Caleb,Republican,6
1,15,Piper,Republican,2
1,15,Caleb,Republican,5
1,16,Piper,Republican,1
1,16,Caleb,Republican,4
1,17,Piper,Republican,0
1,17,Caleb,Republican,4
1,18,Piper,Republican,3
1,18,Caleb,Republican,5
1,19,Piper,Republican,1
1,19,Caleb,Republican,7
1,20,Piper,Republican,2
1,20,Caleb,Republican,6
1,21,Piper,Republican,2
1,21,Caleb,Republican,6
1,22,Piper,Republican,2
1,22,Caleb,Republican,6
1,23,Piper,Republican,0
1,23,Caleb,Republican,7
1,24,Piper,Republican,2
1,24,Caleb,Republican,6
1,25,Piper,Republican,2
1,25,Caleb,Republican,6
1,26,Piper,Republican,1
1,26,Caleb,Republican,5
1,27,Piper,Republican,2
1,27,Caleb,Republican,5
1,28,Piper,Republican,1
1,28,Caleb,Republican,6
1,29,Piper,Republican,1
1,29,Caleb,Republican,6
1,30,Piper,Republican,2
1,30,Caleb,Republican,7
2,0,Violet,Republican,6
2,0,Isabella,Republican,2
2,1,Violet,Republican,4
2,1,Isabella,Republican,2
2,2,Violet,Republican,1
2,2,Isabella,Republican,6
2,3,Violet,Republican,5
2,3,Isabella,Republican,4
2,4,Violet,Republican,4
2,4,Isabella,Republican,7
2,5,Violet,Republican,5
2,5,Isabella,Republican,5
2,6,Violet,Republican,5
2,6,Isabella,Republican,4
2,7,Violet,Republican,4
2,7,Isabella,Republican,8
2,8,Violet,Republican,4
2,8,Isabella,Republican,8
2,9,Violet,Republican,5
2,9,Isabella,Republican,2
2,10,Violet,Republican,2
2,10,Isabella,Republican,8
2,11,Violet,Republican,5
2,11,Isabella,Republican,7
2,12,Violet,Republican,5
2,12,Isabella,Republican,8
2,13,Violet,Republican,3
2,13,Isabella,Republican,6
